Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,STAGE,Tissue
SRR2967651,RNA-Seq,200,140455800,PRJNA304502,SAMN04303847,98416145,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457097,GSM1957632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957632,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967652,RNA-Seq,200,135747800,PRJNA304502,SAMN04303848,95632450,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457098,GSM1957633,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957633,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967653,RNA-Seq,200,119475000,PRJNA304502,SAMN04303849,83595044,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457099,GSM1957634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957634,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967654,RNA-Seq,200,116349000,PRJNA304502,SAMN04303850,82077849,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457100,GSM1957635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957635,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967655,RNA-Seq,200,119451600,PRJNA304502,SAMN04303851,84168712,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457101,GSM1957636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957636,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967656,RNA-Seq,200,130683400,PRJNA304502,SAMN04303852,91886383,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457102,GSM1957637,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957637,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967657,RNA-Seq,200,81511400,PRJNA304502,SAMN04303853,56882227,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457103,GSM1957638,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957638,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967658,RNA-Seq,200,68973600,PRJNA304502,SAMN04303854,48665676,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457104,GSM1957639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957639,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967659,RNA-Seq,200,128793800,PRJNA304502,SAMN04303855,90225471,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457105,GSM1957640,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957640,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967660,RNA-Seq,200,127281000,PRJNA304502,SAMN04303856,88831511,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457106,GSM1957641,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957641,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967661,RNA-Seq,200,89767400,PRJNA304502,SAMN04303857,63329344,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457107,GSM1957642,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957642,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967662,RNA-Seq,200,108839000,PRJNA304502,SAMN04303858,76465940,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457108,GSM1957643,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957643,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967663,RNA-Seq,200,129360400,PRJNA304502,SAMN04303859,91007496,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457109,GSM1957644,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957644,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967664,RNA-Seq,200,120027000,PRJNA304502,SAMN04303860,84220945,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457110,GSM1957645,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957645,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967665,RNA-Seq,200,123134200,PRJNA304502,SAMN04303861,86273815,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457111,GSM1957646,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957646,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967666,RNA-Seq,200,97844200,PRJNA304502,SAMN04304075,68841709,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457112,GSM1957647,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957647,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967667,RNA-Seq,200,77170200,PRJNA304502,SAMN04304076,53869774,GEO,public,fastq,s3,s3.us-east-1,SRX1457113,GSM1957648,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957648,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967668,RNA-Seq,200,109788000,PRJNA304502,SAMN04304077,76888984,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457114,GSM1957649,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957649,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967669,RNA-Seq,200,112332000,PRJNA304502,SAMN04304078,78438270,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457115,GSM1957650,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957650,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967670,RNA-Seq,200,131386200,PRJNA304502,SAMN04303862,91232552,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457116,GSM1957651,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957651,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967671,RNA-Seq,200,33244000,PRJNA304502,SAMN04303863,25528239,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457117,GSM1957652,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957652,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967672,RNA-Seq,200,116158000,PRJNA304502,SAMN04303864,81101208,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457118,GSM1957653,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957653,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967673,RNA-Seq,200,132447400,PRJNA304502,SAMN04304079,92606741,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457119,GSM1957654,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957654,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967674,RNA-Seq,200,94139000,PRJNA304502,SAMN04304080,67423596,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457120,GSM1957655,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957655,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967675,RNA-Seq,200,106462800,PRJNA304502,SAMN04304081,74223696,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457121,GSM1957656,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957656,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967676,RNA-Seq,200,115412000,PRJNA304502,SAMN04304082,80876032,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457122,GSM1957657,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957657,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967677,RNA-Seq,200,109601000,PRJNA304502,SAMN04304083,76616769,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457123,GSM1957658,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957658,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967678,RNA-Seq,200,99072000,PRJNA304502,SAMN04304084,69265130,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457124,GSM1957659,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957659,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967679,RNA-Seq,200,77962000,PRJNA304502,SAMN04304085,53827389,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457125,GSM1957660,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957660,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967680,RNA-Seq,200,97860000,PRJNA304502,SAMN04304086,69036083,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457126,GSM1957661,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957661,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967681,RNA-Seq,200,113583000,PRJNA304502,SAMN04304087,79582426,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457127,GSM1957662,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957662,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967682,RNA-Seq,200,122145400,PRJNA304502,SAMN04304088,85288910,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457128,GSM1957663,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957663,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967683,RNA-Seq,200,135837000,PRJNA304502,SAMN04304089,95066254,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457129,GSM1957664,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957664,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967684,RNA-Seq,200,110882800,PRJNA304502,SAMN04304437,78069262,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457130,GSM1957665,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957665,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967685,RNA-Seq,200,109414200,PRJNA304502,SAMN04304438,76139378,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457131,GSM1957666,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957666,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967686,RNA-Seq,200,106804200,PRJNA304502,SAMN04304439,75218334,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457132,GSM1957667,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957667,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967687,RNA-Seq,200,112200200,PRJNA304502,SAMN04304440,79125758,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457133,GSM1957668,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957668,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967688,RNA-Seq,200,112469400,PRJNA304502,SAMN04304441,78996071,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457134,GSM1957669,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957669,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967689,RNA-Seq,200,218683600,PRJNA304502,SAMN04304442,165686725,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457135,GSM1957670,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957670,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967690,RNA-Seq,200,265280400,PRJNA304502,SAMN04304443,201198182,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457136,GSM1957671,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957671,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967691,RNA-Seq,200,231353600,PRJNA304502,SAMN04304444,174895774,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457137,GSM1957672,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957672,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967692,RNA-Seq,200,248100600,PRJNA304502,SAMN04304445,189800511,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457138,GSM1957673,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957673,SRP066834,,,
SRR2967693,RNA-Seq,200,243033400,PRJNA304502,SAMN04304446,185098685,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457139,GSM1957674,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957674,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967694,RNA-Seq,200,244331400,PRJNA304502,SAMN04304447,185195751,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457140,GSM1957675,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957675,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967695,RNA-Seq,200,260749000,PRJNA304502,SAMN04304448,197148014,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457141,GSM1957676,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957676,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967696,RNA-Seq,200,271683600,PRJNA304502,SAMN04304449,202240160,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457142,GSM1957677,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957677,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967697,RNA-Seq,200,342522400,PRJNA304502,SAMN04304407,256783381,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457143,GSM1957678,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957678,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967698,RNA-Seq,200,349136800,PRJNA304502,SAMN04304408,261060025,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457144,GSM1957679,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957679,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967699,RNA-Seq,200,326394000,PRJNA304502,SAMN04304409,245527053,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457145,GSM1957680,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957680,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967700,RNA-Seq,200,241129600,PRJNA304502,SAMN04304410,180993603,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457146,GSM1957681,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957681,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967701,RNA-Seq,200,272088200,PRJNA304502,SAMN04304411,204278197,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457147,GSM1957682,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957682,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967702,RNA-Seq,200,313806600,PRJNA304502,SAMN04304412,234937246,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457148,GSM1957683,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957683,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967703,RNA-Seq,200,242327800,PRJNA304502,SAMN04304413,183555335,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457149,GSM1957684,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957684,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967704,RNA-Seq,200,228514200,PRJNA304502,SAMN04304414,172619552,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457150,GSM1957685,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957685,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967705,RNA-Seq,200,260604000,PRJNA304502,SAMN04304415,198469893,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457151,GSM1957686,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957686,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967706,RNA-Seq,200,358370800,PRJNA304502,SAMN04304416,265529266,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457152,GSM1957687,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957687,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967707,RNA-Seq,200,368003800,PRJNA304502,SAMN04304417,274482297,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457153,GSM1957688,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957688,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967708,RNA-Seq,200,363418600,PRJNA304502,SAMN04304418,269570891,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457154,GSM1957689,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957689,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967709,RNA-Seq,200,310717800,PRJNA304502,SAMN04304419,234340979,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457155,GSM1957690,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957690,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967710,RNA-Seq,200,312140600,PRJNA304502,SAMN04304420,230424810,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457156,GSM1957691,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957691,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967711,RNA-Seq,200,384993800,PRJNA304502,SAMN04304421,285470186,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457157,GSM1957692,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957692,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967712,RNA-Seq,200,366517000,PRJNA304502,SAMN04304422,273536903,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457158,GSM1957693,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957693,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967713,RNA-Seq,200,288080000,PRJNA304502,SAMN04304423,218818607,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457159,GSM1957694,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957694,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967714,RNA-Seq,200,231766400,PRJNA304502,SAMN04304424,173625038,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457160,GSM1957695,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957695,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967715,RNA-Seq,200,320923800,PRJNA304502,SAMN04304425,239851231,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457161,GSM1957696,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957696,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967716,RNA-Seq,200,267311600,PRJNA304502,SAMN04304426,198076247,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457162,GSM1957697,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957697,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967717,RNA-Seq,200,372952400,PRJNA304502,SAMN04304427,272961063,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457163,GSM1957698,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957698,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967718,RNA-Seq,200,364791600,PRJNA304502,SAMN04304428,271331888,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457164,GSM1957699,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957699,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967719,RNA-Seq,200,323970200,PRJNA304502,SAMN04304429,242478008,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457165,GSM1957700,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957700,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967720,RNA-Seq,200,258478200,PRJNA304502,SAMN04304430,189054078,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457166,GSM1957701,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957701,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967721,RNA-Seq,200,263735000,PRJNA304502,SAMN04304431,197392682,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1457167,GSM1957702,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957702,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
SRR2967722,RNA-Seq,200,259762400,PRJNA304502,SAMN04304432,195521280,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1457168,GSM1957703,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957703,SRP066834,fetal human cortex 1,12 weeks post-conception,Fetal neocortex
