Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR4456257,RNA-Seq,50,2096150,PRJNA350790,SAMN05947047,1234805,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272407,GSM2362261,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362261,Blood pre-cDCs,SRP092166
SRR4456258,RNA-Seq,50,1272850,PRJNA350790,SAMN05947046,848843,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272408,GSM2362262,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362262,Blood pre-cDCs,SRP092166
SRR4456259,RNA-Seq,50,3603700,PRJNA350790,SAMN05947044,2085571,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272409,GSM2362263,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362263,Blood pre-cDCs,SRP092166
SRR4456260,RNA-Seq,50,1627400,PRJNA350790,SAMN05947045,1127827,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272410,GSM2362264,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362264,Blood pre-cDCs,SRP092166
SRR4456261,RNA-Seq,50,1660750,PRJNA350790,SAMN05947043,1020748,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272411,GSM2362265,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362265,Blood pre-cDCs,SRP092166
SRR4456262,RNA-Seq,50,2794250,PRJNA350790,SAMN05947042,1686112,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272412,GSM2362266,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362266,Blood pre-cDCs,SRP092166
SRR4456263,RNA-Seq,50,6045250,PRJNA350790,SAMN05947041,3494056,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272413,GSM2362267,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362267,Blood pre-cDCs,SRP092166
SRR4456264,RNA-Seq,50,6114350,PRJNA350790,SAMN05947041,3520614,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272413,GSM2362267,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362267,Blood pre-cDCs,SRP092166
SRR4456265,RNA-Seq,50,19546200,PRJNA350790,SAMN05947040,11081000,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272414,GSM2362268,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362268,Blood pre-cDCs,SRP092166
SRR4456266,RNA-Seq,50,19576850,PRJNA350790,SAMN05947040,11041019,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272414,GSM2362268,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362268,Blood pre-cDCs,SRP092166
SRR4456267,RNA-Seq,50,33184850,PRJNA350790,SAMN05947039,18719309,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272415,GSM2362269,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362269,Blood pre-cDCs,SRP092166
SRR4456268,RNA-Seq,50,33293950,PRJNA350790,SAMN05947039,18685019,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272415,GSM2362269,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362269,Blood pre-cDCs,SRP092166
SRR4456269,RNA-Seq,50,20011200,PRJNA350790,SAMN05947038,11533962,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272416,GSM2362270,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362270,Blood pre-cDCs,SRP092166
SRR4456270,RNA-Seq,50,20202550,PRJNA350790,SAMN05947038,11591598,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272416,GSM2362270,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362270,Blood pre-cDCs,SRP092166
SRR4456271,RNA-Seq,50,18085450,PRJNA350790,SAMN05947036,10266796,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272417,GSM2362271,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362271,Blood pre-cDCs,SRP092166
SRR4456272,RNA-Seq,50,18152600,PRJNA350790,SAMN05947036,10258404,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272417,GSM2362271,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362271,Blood pre-cDCs,SRP092166
SRR4456273,RNA-Seq,50,9462850,PRJNA350790,SAMN05947037,5408612,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272418,GSM2362272,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362272,Blood pre-cDCs,SRP092166
SRR4456274,RNA-Seq,50,9478750,PRJNA350790,SAMN05947037,5392427,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272418,GSM2362272,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362272,Blood pre-cDCs,SRP092166
SRR4456275,RNA-Seq,50,12757200,PRJNA350790,SAMN05947035,7346927,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272419,GSM2362273,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362273,Blood pre-cDCs,SRP092166
SRR4456276,RNA-Seq,50,12770000,PRJNA350790,SAMN05947035,7322211,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272419,GSM2362273,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362273,Blood pre-cDCs,SRP092166
SRR4456277,RNA-Seq,50,14433600,PRJNA350790,SAMN05947033,8313146,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272420,GSM2362274,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362274,Blood pre-cDCs,SRP092166
SRR4456278,RNA-Seq,50,14330500,PRJNA350790,SAMN05947033,8226201,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272420,GSM2362274,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362274,Blood pre-cDCs,SRP092166
SRR4456279,RNA-Seq,50,21819050,PRJNA350790,SAMN05947034,12525650,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272421,GSM2362275,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362275,Blood pre-cDCs,SRP092166
SRR4456280,RNA-Seq,50,21863200,PRJNA350790,SAMN05947034,12482876,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272421,GSM2362275,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362275,Blood pre-cDCs,SRP092166
SRR4456281,RNA-Seq,50,12533550,PRJNA350790,SAMN05947032,7077987,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272422,GSM2362276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362276,Blood pre-cDCs,SRP092166
SRR4456282,RNA-Seq,50,12541400,PRJNA350790,SAMN05947032,7047336,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272422,GSM2362276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362276,Blood pre-cDCs,SRP092166
SRR4456283,RNA-Seq,50,16865400,PRJNA350790,SAMN05947031,9512335,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272423,GSM2362277,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362277,Blood pre-cDCs,SRP092166
SRR4456284,RNA-Seq,50,16815600,PRJNA350790,SAMN05947031,9445196,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272423,GSM2362277,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362277,Blood pre-cDCs,SRP092166
SRR4456285,RNA-Seq,50,22971350,PRJNA350790,SAMN05947030,12883966,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272424,GSM2362278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362278,Blood pre-cDCs,SRP092166
SRR4456286,RNA-Seq,50,22909350,PRJNA350790,SAMN05947030,12796135,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272424,GSM2362278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362278,Blood pre-cDCs,SRP092166
SRR4456287,RNA-Seq,50,20586450,PRJNA350790,SAMN05947029,11643863,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272425,GSM2362279,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362279,Blood pre-cDCs,SRP092166
SRR4456288,RNA-Seq,50,20587200,PRJNA350790,SAMN05947029,11582994,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272425,GSM2362279,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362279,Blood pre-cDCs,SRP092166
SRR4456289,RNA-Seq,50,9621100,PRJNA350790,SAMN05947027,5477751,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272426,GSM2362280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362280,Blood pre-cDCs,SRP092166
SRR4456290,RNA-Seq,50,9567950,PRJNA350790,SAMN05947027,5430649,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272426,GSM2362280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362280,Blood pre-cDCs,SRP092166
SRR4456291,RNA-Seq,50,7128850,PRJNA350790,SAMN05947028,4306621,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272427,GSM2362281,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362281,Blood pre-cDCs,SRP092166
SRR4456292,RNA-Seq,50,7153300,PRJNA350790,SAMN05947028,4297854,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272427,GSM2362281,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362281,Blood pre-cDCs,SRP092166
SRR4456293,RNA-Seq,50,10907750,PRJNA350790,SAMN05947026,6414288,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272428,GSM2362282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362282,Blood pre-cDCs,SRP092166
SRR4456294,RNA-Seq,50,10870700,PRJNA350790,SAMN05947026,6367867,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272428,GSM2362282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362282,Blood pre-cDCs,SRP092166
SRR4456295,RNA-Seq,50,19156000,PRJNA350790,SAMN05947025,11297082,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272429,GSM2362283,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362283,Blood pre-cDCs,SRP092166
SRR4456296,RNA-Seq,50,19163950,PRJNA350790,SAMN05947025,11274828,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272429,GSM2362283,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362283,Blood pre-cDCs,SRP092166
SRR4456297,RNA-Seq,50,19025150,PRJNA350790,SAMN05947024,11203607,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272430,GSM2362284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362284,Blood pre-cDCs,SRP092166
SRR4456298,RNA-Seq,50,19048900,PRJNA350790,SAMN05947024,11179454,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272430,GSM2362284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362284,Blood pre-cDCs,SRP092166
SRR4456299,RNA-Seq,50,14462600,PRJNA350790,SAMN05947022,8245273,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272431,GSM2362285,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362285,Blood pre-cDCs,SRP092166
SRR4456300,RNA-Seq,50,14414700,PRJNA350790,SAMN05947022,8190107,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272431,GSM2362285,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362285,Blood pre-cDCs,SRP092166
SRR4456301,RNA-Seq,50,21225700,PRJNA350790,SAMN05947023,12105146,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272432,GSM2362286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362286,Blood pre-cDCs,SRP092166
SRR4456302,RNA-Seq,50,21208350,PRJNA350790,SAMN05947023,12050107,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272432,GSM2362286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362286,Blood pre-cDCs,SRP092166
SRR4456303,RNA-Seq,50,19062800,PRJNA350790,SAMN05947021,11014047,"blood pre-conventional dendritic cells (cDCs),Blood pre-cDC",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272433,GSM2362287,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362287,Blood pre-cDCs,SRP092166
SRR4456304,RNA-Seq,50,19124100,PRJNA350790,SAMN05947021,10995685,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272433,GSM2362287,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362287,Blood pre-cDCs,SRP092166
SRR4456305,RNA-Seq,50,7783800,PRJNA350790,SAMN05947020,4609476,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272434,GSM2362288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362288,Blood pre-cDCs,SRP092166
SRR4456306,RNA-Seq,50,7734600,PRJNA350790,SAMN05947020,4566053,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272434,GSM2362288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362288,Blood pre-cDCs,SRP092166
SRR4456307,RNA-Seq,50,6086300,PRJNA350790,SAMN05947019,3568887,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272435,GSM2362289,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362289,Blood pre-cDCs,SRP092166
SRR4456308,RNA-Seq,50,6144650,PRJNA350790,SAMN05947019,3587803,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272435,GSM2362289,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362289,Blood pre-cDCs,SRP092166
SRR4456309,RNA-Seq,50,13515850,PRJNA350790,SAMN05947018,7779031,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272436,GSM2362290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362290,Blood pre-cDCs,SRP092166
SRR4456310,RNA-Seq,50,13467900,PRJNA350790,SAMN05947018,7722473,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272436,GSM2362290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362290,Blood pre-cDCs,SRP092166
SRR4456311,RNA-Seq,50,16057150,PRJNA350790,SAMN05947017,9276713,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272437,GSM2362291,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362291,Blood pre-cDCs,SRP092166
SRR4456312,RNA-Seq,50,15935250,PRJNA350790,SAMN05947017,9171142,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272437,GSM2362291,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362291,Blood pre-cDCs,SRP092166
SRR4456313,RNA-Seq,50,727050,PRJNA350790,SAMN05947016,461852,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272438,GSM2362292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362292,Blood pre-cDCs,SRP092166
SRR4456314,RNA-Seq,50,734550,PRJNA350790,SAMN05947016,464572,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272438,GSM2362292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362292,Blood pre-cDCs,SRP092166
SRR4456315,RNA-Seq,50,12337550,PRJNA350790,SAMN05947014,7107722,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272439,GSM2362293,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362293,Blood pre-cDCs,SRP092166
SRR4456316,RNA-Seq,50,12373200,PRJNA350790,SAMN05947014,7097956,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272439,GSM2362293,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362293,Blood pre-cDCs,SRP092166
SRR4456317,RNA-Seq,50,7898250,PRJNA350790,SAMN05947015,4638149,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272440,GSM2362294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362294,Blood pre-cDCs,SRP092166
SRR4456318,RNA-Seq,50,7851950,PRJNA350790,SAMN05947015,4602751,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272440,GSM2362294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362294,Blood pre-cDCs,SRP092166
SRR4456319,RNA-Seq,50,14918350,PRJNA350790,SAMN05947013,8589036,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272441,GSM2362295,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362295,Blood pre-cDCs,SRP092166
SRR4456320,RNA-Seq,50,14830650,PRJNA350790,SAMN05947013,8505142,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272441,GSM2362295,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362295,Blood pre-cDCs,SRP092166
SRR4456321,RNA-Seq,50,11034650,PRJNA350790,SAMN05947011,6707586,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272442,GSM2362296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362296,Blood pre-cDCs,SRP092166
SRR4456322,RNA-Seq,50,11220900,PRJNA350790,SAMN05947011,6762414,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272442,GSM2362296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362296,Blood pre-cDCs,SRP092166
SRR4456323,RNA-Seq,50,7618550,PRJNA350790,SAMN05947012,4376725,"Blood pre-cDC,blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272443,GSM2362297,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362297,Blood pre-cDCs,SRP092166
