Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,gender,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2013666,RNA-Seq,202,1244822778,PRJNA269154,SAMN03611999,796127543,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021471,female,GSM1677697,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677697,Primordial Germ Cells,SRP050499
SRR2013667,RNA-Seq,202,975161262,PRJNA269154,SAMN03612000,632357106,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021472,female,GSM1677698,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677698,Primordial Germ Cells,SRP050499
SRR2013668,RNA-Seq,202,1195076844,PRJNA269154,SAMN03612001,762527585,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021473,female,GSM1677699,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677699,Primordial Germ Cells,SRP050499
SRR2013669,RNA-Seq,202,549049130,PRJNA269154,SAMN03612002,347224573,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021474,female,GSM1677700,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677700,Primordial Germ Cells,SRP050499
SRR2013670,RNA-Seq,202,974918458,PRJNA269154,SAMN03612003,607975833,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021475,female,GSM1677701,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677701,Primordial Germ Cells,SRP050499
SRR2013671,RNA-Seq,202,1066385472,PRJNA269154,SAMN03612004,661062170,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021476,female,GSM1677702,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677702,Primordial Germ Cells,SRP050499
SRR2013672,RNA-Seq,202,782121982,PRJNA269154,SAMN03612005,493493571,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021477,female,GSM1677703,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677703,Primordial Germ Cells,SRP050499
SRR2013673,RNA-Seq,202,1161058428,PRJNA269154,SAMN03612006,734703893,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021478,female,GSM1677704,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677704,Primordial Germ Cells,SRP050499
SRR2013674,RNA-Seq,202,1552573212,PRJNA269154,SAMN03612007,1054530645,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021479,female,GSM1677705,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677705,Primordial Germ Cells,SRP050499
SRR2013675,RNA-Seq,202,707511666,PRJNA269154,SAMN03612008,467728513,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021480,male,GSM1677706,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677706,Somatic Cells,SRP050499
SRR2013676,RNA-Seq,202,415562682,PRJNA269154,SAMN03612045,282901632,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021481,male,GSM1677707,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677707,Somatic Cells,SRP050499
SRR2013677,RNA-Seq,202,966039144,PRJNA269154,SAMN03612009,616087805,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021482,male,GSM1677708,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677708,Somatic Cells,SRP050499
SRR2013678,RNA-Seq,202,973970472,PRJNA269154,SAMN03612040,623097167,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021483,male,GSM1677709,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677709,Somatic Cells,SRP050499
SRR2013679,RNA-Seq,202,950345966,PRJNA269154,SAMN03612041,614744597,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021484,male,GSM1677710,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677710,Somatic Cells,SRP050499
SRR2013680,RNA-Seq,202,959185486,PRJNA269154,SAMN03612042,611986821,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021485,male,GSM1677711,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677711,Somatic Cells,SRP050499
SRR2013681,RNA-Seq,202,1099414492,PRJNA269154,SAMN03612043,704272875,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021486,male,GSM1677712,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677712,Somatic Cells,SRP050499
SRR2013682,RNA-Seq,202,917631258,PRJNA269154,SAMN03612044,581902451,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021487,male,GSM1677713,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677713,Somatic Cells,SRP050499
SRR2013683,RNA-Seq,202,1033719244,PRJNA269154,SAMN03612046,660184594,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021488,male,GSM1677714,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677714,Somatic Cells,SRP050499
SRR2013684,RNA-Seq,202,785497806,PRJNA269154,SAMN03612047,501653794,GEO,public,fastq,s3,s3.us-east-1,7 week gestation,SRX1021489,male,GSM1677715,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677715,Somatic Cells,SRP050499
SRR2013685,RNA-Seq,202,740139716,PRJNA269154,SAMN03612048,472340092,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021490,male,GSM1677716,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677716,Somatic Cells,SRP050499
SRR2013686,RNA-Seq,202,770222162,PRJNA269154,SAMN03612049,488382802,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021491,male,GSM1677717,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677717,Somatic Cells,SRP050499
SRR2013687,RNA-Seq,202,893388632,PRJNA269154,SAMN03612050,569026916,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021492,male,GSM1677718,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677718,Somatic Cells,SRP050499
SRR2013688,RNA-Seq,202,762349818,PRJNA269154,SAMN03612051,490851545,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021493,male,GSM1677719,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677719,Somatic Cells,SRP050499
SRR2013689,RNA-Seq,202,669916840,PRJNA269154,SAMN03612052,423818202,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021494,male,GSM1677720,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677720,Somatic Cells,SRP050499
SRR2013690,RNA-Seq,202,837053458,PRJNA269154,SAMN03612053,533908408,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021495,male,GSM1677721,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677721,Somatic Cells,SRP050499
SRR2013691,RNA-Seq,202,798764762,PRJNA269154,SAMN03612054,503016242,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021496,male,GSM1677722,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677722,Somatic Cells,SRP050499
SRR2013692,RNA-Seq,202,609075046,PRJNA269154,SAMN03612055,382023238,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021497,male,GSM1677723,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677723,Somatic Cells,SRP050499
SRR2013693,RNA-Seq,202,1072658986,PRJNA269154,SAMN03612056,670349518,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021498,male,GSM1677724,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677724,Somatic Cells,SRP050499
SRR2013694,RNA-Seq,202,1272040864,PRJNA269154,SAMN03612057,809503115,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021499,male,GSM1677725,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677725,Somatic Cells,SRP050499
SRR2013695,RNA-Seq,202,844624418,PRJNA269154,SAMN03612058,542445374,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021500,male,GSM1677726,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677726,Somatic Cells,SRP050499
SRR2013696,RNA-Seq,202,962673016,PRJNA269154,SAMN03612059,560655850,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021501,male,GSM1677727,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677727,Somatic Cells,SRP050499
SRR2013697,RNA-Seq,202,954130032,PRJNA269154,SAMN03612060,591381683,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021502,male,GSM1677728,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677728,Somatic Cells,SRP050499
SRR2013698,RNA-Seq,202,646234158,PRJNA269154,SAMN03612061,408755618,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021503,male,GSM1677729,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677729,Somatic Cells,SRP050499
SRR2013699,RNA-Seq,202,904861828,PRJNA269154,SAMN03612062,542167436,GEO,public,"sra,fastq",s3,s3.us-east-1,7 week gestation,SRX1021504,male,GSM1677730,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677730,Somatic Cells,SRP050499
SRR2013700,RNA-Seq,202,1094783642,PRJNA269154,SAMN03612063,700051009,GEO,public,"fastq,sra",s3,s3.us-east-1,7 week gestation,SRX1021505,male,GSM1677731,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677731,Somatic Cells,SRP050499
SRR2013701,RNA-Seq,202,1053231434,PRJNA269154,SAMN03612064,680600405,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021506,male,GSM1677732,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677732,Somatic Cells,SRP050499
SRR2013702,RNA-Seq,202,877945126,PRJNA269154,SAMN03612065,564599340,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021507,male,GSM1677733,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677733,Somatic Cells,SRP050499
SRR2013703,RNA-Seq,202,921943958,PRJNA269154,SAMN03612096,592119361,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021508,male,GSM1677734,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677734,Somatic Cells,SRP050499
SRR2013704,RNA-Seq,202,1067682312,PRJNA269154,SAMN03612097,617383482,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021509,male,GSM1677735,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677735,Somatic Cells,SRP050499
SRR2013705,RNA-Seq,202,696862832,PRJNA269154,SAMN03612098,437394901,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021510,male,GSM1677736,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677736,Somatic Cells,SRP050499
SRR2013706,RNA-Seq,202,531590472,PRJNA269154,SAMN03612099,347329297,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021511,male,GSM1677737,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677737,Somatic Cells,SRP050499
SRR2013707,RNA-Seq,202,1854664616,PRJNA269154,SAMN03612100,1139362089,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021512,male,GSM1677738,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677738,Somatic Cells,SRP050499
SRR2013708,RNA-Seq,202,948512008,PRJNA269154,SAMN03612101,581239429,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021513,male,GSM1677739,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677739,Somatic Cells,SRP050499
SRR2013709,RNA-Seq,202,1180571224,PRJNA269154,SAMN03612102,693431361,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021514,male,GSM1677740,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677740,Somatic Cells,SRP050499
SRR2013710,RNA-Seq,202,1183904022,PRJNA269154,SAMN03612103,726019826,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021515,male,GSM1677741,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677741,Somatic Cells,SRP050499
SRR2013711,RNA-Seq,202,841661482,PRJNA269154,SAMN03612104,546973352,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021516,male,GSM1677742,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677742,Somatic Cells,SRP050499
SRR2013712,RNA-Seq,202,249472626,PRJNA269154,SAMN03612105,161327469,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021517,male,GSM1677743,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677743,Somatic Cells,SRP050499
SRR2013713,RNA-Seq,202,609984248,PRJNA269154,SAMN03612106,393353290,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021518,male,GSM1677744,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677744,Somatic Cells,SRP050499
SRR2013714,RNA-Seq,202,866481222,PRJNA269154,SAMN03612107,537943230,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021519,male,GSM1677745,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677745,Somatic Cells,SRP050499
SRR2013715,RNA-Seq,202,949164670,PRJNA269154,SAMN03612108,609863621,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021520,male,GSM1677746,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677746,Somatic Cells,SRP050499
SRR2013716,RNA-Seq,202,760194276,PRJNA269154,SAMN03612109,469063070,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021521,male,GSM1677747,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677747,Somatic Cells,SRP050499
SRR2013717,RNA-Seq,202,831030020,PRJNA269154,SAMN03612110,538462543,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021522,male,GSM1677748,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677748,Somatic Cells,SRP050499
SRR2013718,RNA-Seq,202,753810470,PRJNA269154,SAMN03612111,460482895,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021523,male,GSM1677749,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677749,Somatic Cells,SRP050499
SRR2013719,RNA-Seq,202,653332438,PRJNA269154,SAMN03612112,399988161,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021524,male,GSM1677750,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677750,Somatic Cells,SRP050499
SRR2013720,RNA-Seq,202,955950658,PRJNA269154,SAMN03612113,607630677,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021525,male,GSM1677751,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677751,Somatic Cells,SRP050499
SRR2013721,RNA-Seq,202,818162014,PRJNA269154,SAMN03612114,515993973,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021526,male,GSM1677752,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677752,Somatic Cells,SRP050499
SRR2013722,RNA-Seq,202,998845156,PRJNA269154,SAMN03612115,631758711,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021527,male,GSM1677753,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677753,Somatic Cells,SRP050499
SRR2013723,RNA-Seq,202,965172564,PRJNA269154,SAMN03612116,651754207,GEO,public,"sra,fastq",s3,s3.us-east-1,4 week gestation,SRX1021528,female,GSM1677754,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677754,Somatic Cells,SRP050499
SRR2013724,RNA-Seq,202,875078948,PRJNA269154,SAMN03612117,590700175,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021529,female,GSM1677755,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677755,Somatic Cells,SRP050499
SRR2013725,RNA-Seq,202,821876188,PRJNA269154,SAMN03612118,551887239,GEO,public,"sra,fastq",s3,s3.us-east-1,4 week gestation,SRX1021530,female,GSM1677756,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677756,Somatic Cells,SRP050499
SRR2013726,RNA-Seq,202,877420734,PRJNA269154,SAMN03612119,590968869,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021531,female,GSM1677757,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677757,Somatic Cells,SRP050499
SRR2013727,RNA-Seq,202,800318344,PRJNA269154,SAMN03612120,543885564,GEO,public,"sra,fastq",s3,s3.us-east-1,4 week gestation,SRX1021532,female,GSM1677758,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677758,Somatic Cells,SRP050499
SRR2013728,RNA-Seq,202,830067490,PRJNA269154,SAMN03612121,558653629,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021533,female,GSM1677759,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677759,Somatic Cells,SRP050499
SRR2013729,RNA-Seq,202,1201563266,PRJNA269154,SAMN03612122,752224764,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021534,female,GSM1677760,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677760,Somatic Cells,SRP050499
SRR2013730,RNA-Seq,202,982112890,PRJNA269154,SAMN03612123,620109827,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021535,female,GSM1677761,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677761,Somatic Cells,SRP050499
SRR2013731,RNA-Seq,202,903842738,PRJNA269154,SAMN03612124,557217169,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021536,female,GSM1677762,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677762,Somatic Cells,SRP050499
SRR2013732,RNA-Seq,202,1039107190,PRJNA269154,SAMN03611906,642528679,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021537,female,GSM1677763,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677763,Somatic Cells,SRP050499
SRR2013733,RNA-Seq,202,887597696,PRJNA269154,SAMN03611907,560155363,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021538,female,GSM1677764,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677764,Somatic Cells,SRP050499
SRR2013734,RNA-Seq,202,915110500,PRJNA269154,SAMN03611908,588623832,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021539,female,GSM1677765,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677765,Somatic Cells,SRP050499
SRR2013735,RNA-Seq,202,954167402,PRJNA269154,SAMN03611909,604823913,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021540,female,GSM1677766,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677766,Somatic Cells,SRP050499
SRR2013736,RNA-Seq,202,963009548,PRJNA269154,SAMN03611910,609298328,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021541,female,GSM1677767,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677767,Somatic Cells,SRP050499
SRR2013737,RNA-Seq,202,755280020,PRJNA269154,SAMN03611911,475296888,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021542,female,GSM1677768,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677768,Somatic Cells,SRP050499
SRR2013738,RNA-Seq,202,1064046312,PRJNA269154,SAMN03611912,669756850,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021543,female,GSM1677769,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677769,Somatic Cells,SRP050499
SRR2013739,RNA-Seq,202,333242228,PRJNA269154,SAMN03611913,214849218,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021544,female,GSM1677770,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677770,Somatic Cells,SRP050499
SRR2013740,RNA-Seq,202,369214792,PRJNA269154,SAMN03611914,225008240,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021545,female,GSM1677771,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677771,Somatic Cells,SRP050499
SRR2013741,RNA-Seq,202,378398318,PRJNA269154,SAMN03611915,228411318,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021546,female,GSM1677772,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677772,Somatic Cells,SRP050499
